record_id,golden_id,cpse_source,raw_description,unspsc_code,unit_price_inr
REC_1302,1,OIL,"4 "", C.S., BALL VALVE, CLASS 300LB",40141602,45000
REC_1303,1,IOCL,"BALL VALVE, CL-300LB, 4 INCH, CS",40141602,45000
REC_1304,1,OIL,"4 INCH, CS, BALL VALVE, CL 300LB",40141602,45000
REC_1305,1,OIL,"BALL VALVE, CARBON STEEL, 4 INCH, CLASS 300#",40141602,45000
REC_1306,1,IOCL,"C.S., CLASS 300LB, 100 MM, BALL VALVE",40141602,45000
REC_1307,1,IOCL,"CL 300, BALL VALVE, CARBON STEEL, 4 """,40141602,45000
REC_1308,1,OIL,"CARBON STEEL, BALL VALVE, CLASS 300LB, 4 IN",40141602,45000
REC_1309,1,OIL,"CARBON STEEL, BALL VALVE, 100 MM, CL-300LB",40141602,45000
REC_1310,1,OIL,"4 IN, CL 300, CARBON STEEL, BALL VALVE",40141602,45000
REC_1311,1,BPCL,"BALL VALVE, 4 INCH, CS, CL 300LB",40141602,45000
REC_1312,1,ONGC,"100 MM, BALL VALVE, C.S., 300LB",40141602,45000
REC_1313,1,BPCL,"C.S., BALL VALVE, 300#, 4 """,40141602,45000
REC_1314,1,OIL,"BALL VALVE, CLASS 300LB, C.S., 4 INCH",40141602,45000
REC_1315,1,ONGC,"BALL VALVE, CARBON STEEL, CL-300, 4 IN",40141602,45000
REC_1316,1,OIL,"CARBON STEEL, CL 300LB, 4 IN, BALL VALVE",40141602,45000
REC_1317,1,OIL,"BALL VALVE, C.S., 100 MM, CLASS 300LB",40141602,45000
REC_1318,1,ONGC,"CL 300#, 4 IN, BALL VALVE, CS",40141602,45000
REC_1319,1,OIL,"4 INCH, CLASS 300, CS, BALL VALVE",40141602,45000
REC_1320,2,BPCL,"SS, GATE VALVE, CLASS 150, 6 INCH",40141604,62000
REC_1321,2,OIL,"STAINLESS STEEL, 150, 6 INCH, GATE VALVE",40141604,62000
REC_1322,2,OIL,"6 IN, SS316, GATE VALVE, 150",40141604,62000
REC_1323,2,OIL,"6 IN, GATE VALVE, 150, SS316",40141604,62000
REC_1324,2,BPCL,"SS316, 6 INCH, 150, GATE VALVE",40141604,62000
REC_1325,2,IOCL,"GATE VALVE, CL-150, SS, 6 INCH",40141604,62000
REC_1326,2,OIL,"GATE VALVE, SS, 6 IN, 150",40141604,62000
REC_1327,2,IOCL,"GATE VALVE, 150, 6 "", SS316",40141604,62000
REC_1328,2,BPCL,"CLASS 150, 6 "", GATE VALVE, SS",40141604,62000
REC_1329,2,OIL,"150, GATE VALVE, 6 IN, STAINLESS STEEL",40141604,62000
REC_1330,2,ONGC,"6 INCH, SS, GATE VALVE, CL 150",40141604,62000
REC_1331,2,OIL,"GATE VALVE, CLASS 150, SS, 6 IN",40141604,62000
REC_1332,2,OIL,"SS316, 150, 6 INCH, GATE VALVE",40141604,62000
REC_1333,2,IOCL,"6 IN, CL-150, STAINLESS STEEL, GATE VALVE",40141604,62000
REC_1334,2,IOCL,"GATE VALVE, CL-150, SS, 6 IN",40141604,62000
REC_1335,2,IOCL,"STAINLESS STEEL, GATE VALVE, CL 150, 6 """,40141604,62000
REC_1336,2,OIL,"GATE VALVE, CL 150, 6 IN, SS316",40141604,62000
REC_1337,2,OIL,"6 IN, CL-150, SS316, GATE VALVE",40141604,62000
REC_1338,2,ONGC,"6 INCH, SS, GATE VALVE, CL-150",40141604,62000
REC_1339,2,IOCL,"SS316, GATE VALVE, 6 IN, CLASS 150",40141604,62000
REC_1340,2,OIL,"6 INCH, GATE VALVE, CL-150, SS",40141604,62000
REC_1341,2,BPCL,"SS316, GATE VALVE, 6 IN, CL-150",40141604,62000
REC_1342,2,OIL,"6 IN, CL-150, SS, GATE VALVE",40141604,62000
REC_1343,2,BPCL,"STAINLESS STEEL, GATE VALVE, CLASS 150, 6 INCH",40141604,62000
REC_1344,2,IOCL,"CL-150, STAINLESS STEEL, 6 "", GATE VALVE",40141604,62000
REC_1345,2,ONGC,"STAINLESS STEEL, GATE VALVE, CL 150, 6 IN",40141604,62000
REC_1346,2,BPCL,"CL-150, GATE VALVE, 6 "", SS",40141604,62000
REC_1347,2,BPCL,"SS, CL 150, 6 IN, GATE VALVE",40141604,62000
REC_1348,2,ONGC,"6 "", CL-150, SS316, GATE VALVE",40141604,62000
REC_1349,2,IOCL,"150, 6 IN, GATE VALVE, STAINLESS STEEL",40141604,62000
REC_1350,2,IOCL,"STAINLESS STEEL, 150, 6 "", GATE VALVE",40141604,62000
REC_1351,2,ONGC,"STAINLESS STEEL, GATE VALVE, CL 150, 6 IN",40141604,62000
REC_1352,2,BPCL,"6 "", SS316, CL 150, GATE VALVE",40141604,62000
REC_1353,2,OIL,"STAINLESS STEEL, CLASS 150, GATE VALVE, 6 """,40141604,62000
REC_1354,2,OIL,"150, 6 INCH, STAINLESS STEEL, GATE VALVE",40141604,62000
REC_1355,2,IOCL,"CL 150, SS, 6 "", GATE VALVE",40141604,62000
REC_1356,2,BPCL,"CLASS 150, 6 INCH, GATE VALVE, SS316",40141604,62000
REC_1357,2,BPCL,"CLASS 150, STAINLESS STEEL, GATE VALVE, 6 IN",40141604,62000
REC_1358,2,ONGC,"SS316, 150, 6 "", GATE VALVE",40141604,62000
REC_1359,2,ONGC,"6 INCH, SS, GATE VALVE, CL-150",40141604,62000
REC_1360,2,BPCL,"CLASS 150, GATE VALVE, 6 "", SS",40141604,62000
REC_1361,2,IOCL,"STAINLESS STEEL, CL 150, 6 IN, GATE VALVE",40141604,62000
REC_1362,2,OIL,"GATE VALVE, CLASS 150, 6 INCH, STAINLESS STEEL",40141604,62000
REC_1363,2,BPCL,"6 IN, SS, CL-150, GATE VALVE",40141604,62000
REC_1364,2,OIL,"CLASS 150, 6 IN, GATE VALVE, STAINLESS STEEL",40141604,62000
REC_1365,2,BPCL,"6 IN, GATE VALVE, CL 150, SS",40141604,62000
REC_1366,2,OIL,"6 INCH, GATE VALVE, SS, CL-150",40141604,62000
REC_1367,2,BPCL,"SS, CLASS 150, GATE VALVE, 6 INCH",40141604,62000
REC_1368,2,IOCL,"SS, CL 150, GATE VALVE, 6 IN",40141604,62000
REC_1369,2,BPCL,"6 "", SS316, 150, GATE VALVE",40141604,62000
REC_1370,2,ONGC,"6 IN, STAINLESS STEEL, GATE VALVE, CL 150",40141604,62000
REC_1371,2,ONGC,"SS, 6 IN, GATE VALVE, CLASS 150",40141604,62000
REC_1372,2,OIL,"6 IN, CLASS 150, STAINLESS STEEL, GATE VALVE",40141604,62000
REC_1373,2,BPCL,"CLASS 150, SS316, 6 IN, GATE VALVE",40141604,62000
REC_1374,2,OIL,"CL-150, SS316, 6 IN, GATE VALVE",40141604,62000
REC_1375,2,ONGC,"6 IN, 150, GATE VALVE, SS316",40141604,62000
REC_1376,2,BPCL,"6 IN, GATE VALVE, CL 150, STAINLESS STEEL",40141604,62000
REC_1377,2,OIL,"SS316, 6 "", CL-150, GATE VALVE",40141604,62000
REC_1378,2,BPCL,"6 IN, GATE VALVE, 150, SS",40141604,62000
REC_1379,2,BPCL,"CLASS 150, 6 IN, GATE VALVE, SS",40141604,62000
REC_1380,2,IOCL,"SS, 6 "", GATE VALVE, CL-150",40141604,62000
REC_1381,2,OIL,"6 IN, SS316, CL-150, GATE VALVE",40141604,62000
REC_1382,2,OIL,"6 "", GATE VALVE, STAINLESS STEEL, CL 150",40141604,62000
REC_1383,2,BPCL,"GATE VALVE, 6 INCH, SS, CL-150",40141604,62000
REC_1384,2,BPCL,"GATE VALVE, SS316, 150, 6 IN",40141604,62000
REC_1385,2,BPCL,"6 IN, GATE VALVE, SS316, CL 150",40141604,62000
REC_1386,2,OIL,"SS, GATE VALVE, CL 150, 6 INCH",40141604,62000
REC_1387,2,OIL,"CL 150, GATE VALVE, 6 INCH, SS",40141604,62000
REC_1388,2,BPCL,"6 IN, CL 150, GATE VALVE, SS316",40141604,62000
REC_1389,2,IOCL,"GATE VALVE, SS316, 6 IN, CLASS 150",40141604,62000
REC_1390,2,BPCL,"6 IN, STAINLESS STEEL, GATE VALVE, CL-150",40141604,62000
REC_1391,2,BPCL,"CL 150, 6 "", GATE VALVE, STAINLESS STEEL",40141604,62000
REC_1392,2,OIL,"6 "", GATE VALVE, SS, 150",40141604,62000
REC_1393,2,ONGC,"STAINLESS STEEL, CL-150, 6 IN, GATE VALVE",40141604,62000
REC_1394,2,OIL,"150, GATE VALVE, 6 IN, SS316",40141604,62000
REC_1395,2,IOCL,"SS316, CLASS 150, 6 "", GATE VALVE",40141604,62000
REC_1396,2,ONGC,"6 "", SS316, CLASS 150, GATE VALVE",40141604,62000
REC_1397,2,OIL,"GATE VALVE, STAINLESS STEEL, 6 INCH, CL 150",40141604,62000
REC_1398,2,BPCL,"GATE VALVE, CLASS 150, 6 "", SS316",40141604,62000
REC_1399,2,OIL,"CLASS 150, 6 IN, GATE VALVE, STAINLESS STEEL",40141604,62000
REC_1400,2,IOCL,"GATE VALVE, 6 IN, CL 150, SS316",40141604,62000
REC_1401,2,OIL,"6 "", GATE VALVE, SS316, CLASS 150",40141604,62000
REC_1402,2,ONGC,"STAINLESS STEEL, CL 150, GATE VALVE, 6 INCH",40141604,62000
REC_1403,2,OIL,"SS, 6 IN, GATE VALVE, CL-150",40141604,62000
REC_1404,2,OIL,"STAINLESS STEEL, 6 IN, 150, GATE VALVE",40141604,62000
REC_1405,2,ONGC,"SS316, 6 INCH, GATE VALVE, CLASS 150",40141604,62000
REC_1406,2,OIL,"CL 150, SS316, 6 IN, GATE VALVE",40141604,62000
REC_1407,2,ONGC,"6 INCH, SS316, GATE VALVE, CLASS 150",40141604,62000
REC_1408,2,BPCL,"SS316, GATE VALVE, 6 IN, CLASS 150",40141604,62000
REC_1409,2,IOCL,"GATE VALVE, CL 150, 6 IN, STAINLESS STEEL",40141604,62000
REC_1410,2,ONGC,"GATE VALVE, SS, 6 "", 150",40141604,62000
REC_1411,2,ONGC,"GATE VALVE, 6 "", STAINLESS STEEL, CL-150",40141604,62000
REC_1412,2,IOCL,"6 IN, STAINLESS STEEL, CLASS 150, GATE VALVE",40141604,62000
REC_1413,2,OIL,"6 "", GATE VALVE, CLASS 150, SS",40141604,62000
REC_1414,2,BPCL,"6 INCH, CLASS 150, SS316, GATE VALVE",40141604,62000
REC_1415,2,OIL,"GATE VALVE, 6 INCH, SS316, CLASS 150",40141604,62000
REC_1416,2,BPCL,"SS316, CL 150, 6 IN, GATE VALVE",40141604,62000
REC_1417,2,OIL,"GATE VALVE, SS316, CL-150, 6 IN",40141604,62000
REC_1418,2,IOCL,"SS, 6 "", CL-150, GATE VALVE",40141604,62000
REC_1419,2,BPCL,"150, 6 INCH, GATE VALVE, STAINLESS STEEL",40141604,62000
REC_1420,2,BPCL,"GATE VALVE, 6 IN, CL 150, SS",40141604,62000
REC_1421,2,BPCL,"GATE VALVE, 150, 6 "", SS",40141604,62000
REC_1422,2,BPCL,"GATE VALVE, 6 IN, SS316, CL-150",40141604,62000
REC_1423,2,OIL,"GATE VALVE, STAINLESS STEEL, 6 "", 150",40141604,62000
REC_1424,2,IOCL,"GATE VALVE, 6 IN, SS316, CL-150",40141604,62000
REC_1425,2,BPCL,"SS316, CL-150, 6 IN, GATE VALVE",40141604,62000
REC_1426,2,BPCL,"CL 150, 6 IN, GATE VALVE, STAINLESS STEEL",40141604,62000
REC_1427,2,ONGC,"STAINLESS STEEL, 150, 6 INCH, GATE VALVE",40141604,62000
REC_1428,2,IOCL,"GATE VALVE, 6 IN, SS316, CL 150",40141604,62000
REC_1429,2,ONGC,"GATE VALVE, 6 "", SS, CL-150",40141604,62000
REC_1430,2,OIL,"6 INCH, GATE VALVE, CL 150, SS",40141604,62000
REC_1431,2,BPCL,"150, GATE VALVE, STAINLESS STEEL, 6 """,40141604,62000
REC_1432,2,ONGC,"GATE VALVE, SS316, 6 "", CLASS 150",40141604,62000
REC_1433,2,ONGC,"CL-150, 6 IN, GATE VALVE, SS",40141604,62000
REC_1434,2,OIL,"CL-150, GATE VALVE, 6 "", SS",40141604,62000
REC_1435,2,IOCL,"SS316, 6 IN, 150, GATE VALVE",40141604,62000
REC_1436,2,BPCL,"GATE VALVE, SS316, 150, 6 IN",40141604,62000
REC_1437,2,BPCL,"CL 150, GATE VALVE, STAINLESS STEEL, 6 IN",40141604,62000
REC_1438,2,OIL,"6 "", GATE VALVE, CL-150, SS316",40141604,62000
REC_1439,2,ONGC,"6 INCH, CL 150, SS316, GATE VALVE",40141604,62000
REC_1440,2,IOCL,"SS, 6 "", GATE VALVE, CLASS 150",40141604,62000
REC_1441,2,ONGC,"6 IN, GATE VALVE, SS316, CL 150",40141604,62000
REC_1442,2,BPCL,"SS, 6 IN, CL 150, GATE VALVE",40141604,62000
REC_1443,2,OIL,"SS316, GATE VALVE, 6 IN, CL-150",40141604,62000
REC_1444,2,IOCL,"CLASS 150, SS316, GATE VALVE, 6 IN",40141604,62000
REC_1445,2,IOCL,"6 "", CLASS 150, SS316, GATE VALVE",40141604,62000
REC_1446,2,IOCL,"CLASS 150, GATE VALVE, 6 INCH, SS",40141604,62000
REC_1447,2,IOCL,"150, GATE VALVE, 6 IN, STAINLESS STEEL",40141604,62000
REC_1448,2,IOCL,"GATE VALVE, CL-150, 6 "", SS",40141604,62000
REC_1449,2,IOCL,"GATE VALVE, SS, 6 INCH, CL 150",40141604,62000
REC_1450,2,ONGC,"CL-150, GATE VALVE, SS316, 6 IN",40141604,62000
REC_1451,2,OIL,"SS316, 6 "", GATE VALVE, CLASS 150",40141604,62000
REC_1452,2,BPCL,"SS316, 6 "", GATE VALVE, CL-150",40141604,62000
REC_1453,2,ONGC,"GATE VALVE, 150, STAINLESS STEEL, 6 """,40141604,62000
REC_1454,2,IOCL,"GATE VALVE, 6 IN, CL-150, SS316",40141604,62000
REC_1455,2,OIL,"SS316, GATE VALVE, 6 "", CL-150",40141604,62000
REC_1456,2,IOCL,"6 IN, 150, SS, GATE VALVE",40141604,62000
REC_1457,2,ONGC,"SS, 6 IN, GATE VALVE, CLASS 150",40141604,62000
REC_1458,2,ONGC,"STAINLESS STEEL, GATE VALVE, 6 INCH, CL 150",40141604,62000
REC_1459,2,IOCL,"GATE VALVE, 150, SS316, 6 """,40141604,62000
REC_1460,2,BPCL,"GATE VALVE, 6 INCH, SS, CLASS 150",40141604,62000
REC_1461,2,ONGC,"GATE VALVE, CL-150, 6 "", SS316",40141604,62000
REC_1462,2,BPCL,"SS, 6 "", GATE VALVE, CLASS 150",40141604,62000
REC_1463,2,OIL,"GATE VALVE, CL-150, STAINLESS STEEL, 6 IN",40141604,62000
REC_1464,2,IOCL,"6 IN, GATE VALVE, SS316, CL 150",40141604,62000
REC_1465,2,ONGC,"GATE VALVE, 6 "", SS316, CL 150",40141604,62000
REC_1466,2,OIL,"GATE VALVE, 6 IN, CL 150, SS",40141604,62000
REC_1467,2,ONGC,"6 IN, STAINLESS STEEL, GATE VALVE, 150",40141604,62000
REC_1468,2,ONGC,"150, SS316, GATE VALVE, 6 INCH",40141604,62000
REC_1469,2,BPCL,"6 INCH, GATE VALVE, CL-150, SS",40141604,62000
REC_1470,2,BPCL,"CLASS 150, GATE VALVE, 6 IN, SS316",40141604,62000
REC_1471,2,IOCL,"SS, 6 "", CL 150, GATE VALVE",40141604,62000
REC_1472,2,OIL,"6 INCH, CL-150, GATE VALVE, STAINLESS STEEL",40141604,62000
REC_1473,2,BPCL,"SS316, 6 IN, GATE VALVE, CL-150",40141604,62000
REC_1474,2,IOCL,"STAINLESS STEEL, 6 IN, 150, GATE VALVE",40141604,62000
REC_1475,2,OIL,"150, GATE VALVE, SS316, 6 IN",40141604,62000
REC_1476,2,BPCL,"CL 150, GATE VALVE, SS316, 6 IN",40141604,62000
REC_1477,2,ONGC,"GATE VALVE, 150, STAINLESS STEEL, 6 """,40141604,62000
REC_1478,2,IOCL,"SS316, GATE VALVE, CL-150, 6 INCH",40141604,62000
REC_1479,2,BPCL,"6 IN, GATE VALVE, 150, SS316",40141604,62000
REC_1480,2,OIL,"SS, 6 "", GATE VALVE, CLASS 150",40141604,62000
REC_1481,2,OIL,"150, 6 IN, GATE VALVE, STAINLESS STEEL",40141604,62000
REC_1482,2,IOCL,"STAINLESS STEEL, CLASS 150, GATE VALVE, 6 """,40141604,62000
REC_1483,2,ONGC,"GATE VALVE, 6 "", 150, STAINLESS STEEL",40141604,62000
REC_1484,2,ONGC,"6 "", SS316, CL-150, GATE VALVE",40141604,62000
REC_1485,2,IOCL,"6 "", SS316, GATE VALVE, CL-150",40141604,62000
REC_1486,2,ONGC,"GATE VALVE, 6 "", SS316, CL-150",40141604,62000
REC_1487,2,IOCL,"6 "", CL-150, SS, GATE VALVE",40141604,62000
REC_1488,2,BPCL,"CLASS 150, 6 IN, GATE VALVE, STAINLESS STEEL",40141604,62000
REC_1489,2,IOCL,"6 "", CL 150, SS316, GATE VALVE",40141604,62000
REC_1490,2,BPCL,"150, SS316, 6 "", GATE VALVE",40141604,62000
REC_1491,2,ONGC,"SS, CLASS 150, GATE VALVE, 6 IN",40141604,62000
REC_1492,2,BPCL,"150, SS316, GATE VALVE, 6 IN",40141604,62000
REC_1493,2,IOCL,"GATE VALVE, CL 150, SS316, 6 IN",40141604,62000
REC_1494,2,OIL,"SS316, CL-150, GATE VALVE, 6 IN",40141604,62000
REC_1495,2,OIL,"6 "", GATE VALVE, SS316, CL 150",40141604,62000
REC_1496,2,BPCL,"GATE VALVE, SS, 6 "", CL-150",40141604,62000
REC_1497,2,OIL,"GATE VALVE, CL 150, 6 IN, STAINLESS STEEL",40141604,62000
REC_1498,2,BPCL,"GATE VALVE, CL-150, 6 INCH, SS316",40141604,62000
REC_1499,2,OIL,"GATE VALVE, SS, 6 "", CL-150",40141604,62000
REC_1500,2,OIL,"CLASS 150, GATE VALVE, 6 INCH, STAINLESS STEEL",40141604,62000
REC_1501,2,OIL,"6 "", CL-150, SS, GATE VALVE",40141604,62000
REC_1502,2,IOCL,"SS316, CLASS 150, GATE VALVE, 6 """,40141604,62000
REC_1503,2,ONGC,"CL-150, 6 IN, GATE VALVE, STAINLESS STEEL",40141604,62000
REC_1504,2,IOCL,"CL 150, GATE VALVE, SS316, 6 IN",40141604,62000
REC_1505,2,OIL,"SS, GATE VALVE, 6 IN, CL-150",40141604,62000
REC_1506,2,OIL,"150, SS, GATE VALVE, 6 IN",40141604,62000
REC_1507,2,BPCL,"CL 150, 6 IN, GATE VALVE, STAINLESS STEEL",40141604,62000
REC_1508,2,BPCL,"CLASS 150, 6 IN, SS316, GATE VALVE",40141604,62000
REC_1509,2,ONGC,"STAINLESS STEEL, GATE VALVE, 6 IN, 150",40141604,62000
REC_1510,2,OIL,"6 IN, CL 150, GATE VALVE, SS",40141604,62000
REC_1511,2,OIL,"GATE VALVE, SS316, CL 150, 6 IN",40141604,62000
REC_1512,2,IOCL,"GATE VALVE, CLASS 150, STAINLESS STEEL, 6 IN",40141604,62000
REC_1513,2,IOCL,"6 IN, CL-150, SS, GATE VALVE",40141604,62000
REC_1514,2,IOCL,"CLASS 150, 6 IN, SS, GATE VALVE",40141604,62000
REC_1515,2,IOCL,"SS316, CLASS 150, GATE VALVE, 6 IN",40141604,62000
REC_1516,2,OIL,"150, GATE VALVE, 6 IN, SS316",40141604,62000
REC_1517,2,OIL,"GATE VALVE, CL 150, SS, 6 IN",40141604,62000
REC_1518,2,OIL,"STAINLESS STEEL, 6 "", CL 150, GATE VALVE",40141604,62000
REC_1519,2,OIL,"SS316, GATE VALVE, 6 "", CLASS 150",40141604,62000
REC_1520,2,ONGC,"STAINLESS STEEL, 150, 6 IN, GATE VALVE",40141604,62000
REC_1521,2,BPCL,"SS, GATE VALVE, 6 IN, 150",40141604,62000
REC_1522,2,IOCL,"SS316, CL 150, 6 "", GATE VALVE",40141604,62000
REC_1523,2,BPCL,"GATE VALVE, CL-150, 6 IN, SS",40141604,62000
REC_1524,2,BPCL,"STAINLESS STEEL, 6 INCH, GATE VALVE, CL-150",40141604,62000
REC_1525,2,ONGC,"6 INCH, GATE VALVE, SS316, 150",40141604,62000
REC_1526,2,IOCL,"GATE VALVE, CL-150, SS316, 6 IN",40141604,62000
REC_1527,2,BPCL,"GATE VALVE, STAINLESS STEEL, CL 150, 6 """,40141604,62000
REC_1528,2,IOCL,"150, 6 "", SS, GATE VALVE",40141604,62000
REC_1529,2,ONGC,"SS316, GATE VALVE, 6 INCH, CL 150",40141604,62000
REC_1530,2,OIL,"CL-150, GATE VALVE, SS, 6 INCH",40141604,62000
REC_1531,2,BPCL,"GATE VALVE, CL-150, 6 IN, SS",40141604,62000
REC_1532,2,ONGC,"SS, 6 IN, CL 150, GATE VALVE",40141604,62000
REC_1533,2,BPCL,"6 INCH, GATE VALVE, SS, CL-150",40141604,62000
REC_1534,2,BPCL,"CL 150, 6 IN, SS316, GATE VALVE",40141604,62000
REC_1535,2,BPCL,"GATE VALVE, STAINLESS STEEL, 6 "", 150",40141604,62000
REC_1536,2,OIL,"SS316, CLASS 150, 6 INCH, GATE VALVE",40141604,62000
REC_1537,2,BPCL,"GATE VALVE, SS316, CL-150, 6 """,40141604,62000
REC_1538,2,BPCL,"CL-150, STAINLESS STEEL, 6 "", GATE VALVE",40141604,62000
REC_1539,2,IOCL,"6 IN, 150, GATE VALVE, STAINLESS STEEL",40141604,62000
REC_1540,2,ONGC,"CL-150, SS316, GATE VALVE, 6 IN",40141604,62000
REC_1541,2,OIL,"6 INCH, GATE VALVE, SS, CL 150",40141604,62000
REC_1542,2,IOCL,"150, GATE VALVE, 6 IN, SS316",40141604,62000
REC_1543,2,BPCL,"SS316, GATE VALVE, 6 IN, CL-150",40141604,62000
REC_1544,2,BPCL,"SS, GATE VALVE, 6 IN, CLASS 150",40141604,62000
REC_1545,2,IOCL,"GATE VALVE, 6 IN, CL 150, SS316",40141604,62000
REC_1546,2,OIL,"CLASS 150, GATE VALVE, 6 INCH, STAINLESS STEEL",40141604,62000
REC_1547,2,ONGC,"GATE VALVE, STAINLESS STEEL, 6 IN, 150",40141604,62000
REC_1548,2,OIL,"CL-150, 6 IN, GATE VALVE, SS316",40141604,62000
REC_1549,2,ONGC,"SS316, 6 IN, CL-150, GATE VALVE",40141604,62000
REC_1550,2,ONGC,"150, GATE VALVE, 6 IN, SS316",40141604,62000
REC_1551,2,ONGC,"CL 150, GATE VALVE, 6 "", SS",40141604,62000
REC_1552,2,ONGC,"150, GATE VALVE, 6 INCH, STAINLESS STEEL",40141604,62000
REC_1553,2,ONGC,"GATE VALVE, SS316, CL-150, 6 """,40141604,62000
REC_1554,2,BPCL,"CL 150, GATE VALVE, 6 IN, STAINLESS STEEL",40141604,62000
REC_1555,2,OIL,"SS316, 6 INCH, CLASS 150, GATE VALVE",40141604,62000
REC_1556,2,OIL,"GATE VALVE, 6 INCH, 150, SS316",40141604,62000
REC_1557,2,BPCL,"CLASS 150, SS316, GATE VALVE, 6 IN",40141604,62000
REC_1558,2,OIL,"STAINLESS STEEL, GATE VALVE, CL 150, 6 IN",40141604,62000
REC_1559,2,IOCL,"6 "", GATE VALVE, SS316, CL 150",40141604,62000
REC_1560,2,IOCL,"SS, GATE VALVE, 6 INCH, CL 150",40141604,62000
REC_1561,2,OIL,"CL-150, SS316, GATE VALVE, 6 INCH",40141604,62000
REC_1562,2,BPCL,"6 INCH, STAINLESS STEEL, GATE VALVE, 150",40141604,62000
REC_1563,2,ONGC,"6 IN, GATE VALVE, SS316, 150",40141604,62000
REC_1564,2,IOCL,"STAINLESS STEEL, GATE VALVE, CLASS 150, 6 IN",40141604,62000
REC_1565,2,IOCL,"CLASS 150, 6 IN, STAINLESS STEEL, GATE VALVE",40141604,62000
REC_1566,2,ONGC,"STAINLESS STEEL, 150, GATE VALVE, 6 INCH",40141604,62000
REC_1567,2,OIL,"GATE VALVE, CLASS 150, STAINLESS STEEL, 6 IN",40141604,62000
REC_1568,2,ONGC,"GATE VALVE, CLASS 150, SS, 6 IN",40141604,62000
REC_1569,2,BPCL,"SS, GATE VALVE, CL 150, 6 INCH",40141604,62000
REC_1570,2,ONGC,"6 IN, CLASS 150, GATE VALVE, SS316",40141604,62000
REC_1571,2,IOCL,"GATE VALVE, 150, SS, 6 """,40141604,62000
REC_1572,2,IOCL,"GATE VALVE, SS, CL 150, 6 IN",40141604,62000
REC_1573,2,BPCL,"6 IN, STAINLESS STEEL, CL 150, GATE VALVE",40141604,62000
REC_1574,2,BPCL,"GATE VALVE, SS316, CLASS 150, 6 IN",40141604,62000
REC_1575,2,IOCL,"CLASS 150, GATE VALVE, SS, 6 """,40141604,62000
REC_1576,2,OIL,"GATE VALVE, 6 IN, SS, CL-150",40141604,62000
REC_1577,2,BPCL,"CL 150, SS316, 6 IN, GATE VALVE",40141604,62000
REC_1578,2,BPCL,"GATE VALVE, CL-150, SS, 6 IN",40141604,62000
REC_1579,2,BPCL,"CL 150, STAINLESS STEEL, GATE VALVE, 6 """,40141604,62000
REC_1580,2,ONGC,"SS, 6 IN, GATE VALVE, CL-150",40141604,62000
REC_1581,2,IOCL,"SS316, 6 "", CL-150, GATE VALVE",40141604,62000
REC_1582,2,OIL,"SS316, 150, GATE VALVE, 6 INCH",40141604,62000
REC_1583,2,BPCL,"GATE VALVE, 6 IN, SS, CLASS 150",40141604,62000
REC_1584,2,ONGC,"SS, GATE VALVE, 6 IN, 150",40141604,62000
REC_1585,2,IOCL,"150, GATE VALVE, 6 IN, STAINLESS STEEL",40141604,62000
REC_1586,2,ONGC,"SS316, GATE VALVE, 150, 6 IN",40141604,62000
REC_1587,2,ONGC,"GATE VALVE, CLASS 150, SS316, 6 IN",40141604,62000
REC_1588,2,BPCL,"6 IN, STAINLESS STEEL, CL 150, GATE VALVE",40141604,62000
REC_1589,2,OIL,"SS, 6 "", CLASS 150, GATE VALVE",40141604,62000
REC_1590,2,ONGC,"6 INCH, STAINLESS STEEL, CL-150, GATE VALVE",40141604,62000
REC_1591,2,ONGC,"SS316, GATE VALVE, 6 "", CL 150",40141604,62000
REC_1592,2,BPCL,"150, GATE VALVE, SS, 6 """,40141604,62000
REC_1593,2,IOCL,"CL-150, GATE VALVE, STAINLESS STEEL, 6 IN",40141604,62000
REC_1594,2,ONGC,"GATE VALVE, 6 "", SS316, 150",40141604,62000
REC_1595,2,IOCL,"6 IN, GATE VALVE, CLASS 150, SS316",40141604,62000
REC_1596,2,ONGC,"GATE VALVE, 6 INCH, SS316, 150",40141604,62000
REC_1597,2,BPCL,"GATE VALVE, CL-150, 6 IN, SS316",40141604,62000
REC_1598,2,ONGC,"6 IN, CL 150, SS316, GATE VALVE",40141604,62000
REC_1599,2,BPCL,"CL-150, 6 "", SS, GATE VALVE",40141604,62000
REC_1600,2,OIL,"GATE VALVE, STAINLESS STEEL, 150, 6 """,40141604,62000
REC_1601,2,OIL,"6 IN, GATE VALVE, STAINLESS STEEL, CL 150",40141604,62000
REC_1602,2,IOCL,"CLASS 150, 6 INCH, SS, GATE VALVE",40141604,62000
REC_1603,2,IOCL,"SS, GATE VALVE, 6 IN, 150",40141604,62000
REC_1604,2,OIL,"6 "", GATE VALVE, CLASS 150, SS316",40141604,62000
REC_1605,2,BPCL,"CL-150, 6 IN, SS316, GATE VALVE",40141604,62000
REC_1606,2,ONGC,"STAINLESS STEEL, 150, GATE VALVE, 6 """,40141604,62000
REC_1607,2,IOCL,"SS316, GATE VALVE, 6 IN, CL 150",40141604,62000
REC_1608,2,ONGC,"GATE VALVE, SS, CL-150, 6 IN",40141604,62000
REC_1609,2,OIL,"6 IN, GATE VALVE, 150, SS",40141604,62000
REC_1610,2,IOCL,"150, GATE VALVE, 6 IN, STAINLESS STEEL",40141604,62000
